Contract Number,Amount Vouchered,Amount Paid,Check/Item Date
48830,"3,362.47","3,362.47",7/12/2012
48830,"40,497.10","40,497.10",7/12/2012
48830,"10,124.28","10,124.28",7/12/2012
47703,"2,136.40","2,136.40",7/13/2012
49168,"20,416.67","20,416.67",7/13/2012
49663,"122,116.50","122,116.50",7/13/2012
42011,"34,507.44","34,507.44",7/13/2012
49128,"60,000.00","60,000.00",7/13/2012
49630,"7,881.70","7,881.70",7/17/2012
49629,"4,000.00","4,000.00",7/17/2012
49629,"2,000.00","2,000.00",7/17/2012
49629,"10,000.00","10,000.00",7/17/2012
49629,"43,259.90","43,259.90",7/17/2012
49580,"5,000.00","5,000.00",7/17/2012
49580,"1,374.73","1,374.73",7/17/2012
49523,"16,030.00","16,030.00",7/17/2012
49583,"3,094.47","3,094.47",7/17/2012
49662,"138,060.00","138,060.00",7/17/2012
49696,"1,707.87","1,707.87",7/18/2012
49696,"1,000.00","1,000.00",7/18/2012
49696,"15,000.00","15,000.00",7/18/2012
49483,"1,504.00","1,504.00",7/18/2012
48359,"1,667.80","1,667.80",7/18/2012
48359,"2,417.60","2,417.60",7/18/2012
48350,"4,203.00","4,203.00",7/18/2012
48359,"7,485.00","7,485.00",7/18/2012
48359,"32,175.00","32,175.00",7/18/2012
49694,800.00,800.00,7/19/2012
494813,"51,255.00","51,255.00",7/19/2012
47942,"12,625.86","12,625.86",7/19/2012
48972,"4,349.87","4,349.87",7/19/2012
49228,"3,075.00","3,075.00",7/19/2012
49251,"1,000.00","1,000.00",7/19/2012
49187,"4,516.08","4,516.08",7/19/2012
46464,"11,799.45","11,799.45",7/19/2012
46464,"1,201.29","1,201.29",7/19/2012
46464,"15,632.39","15,632.39",7/19/2012
49728,"26,096.32","26,096.32",7/23/2012
49448,"5,000.00","5,000.00",7/23/2012
48564,"62,755.00","62,755.00",7/23/2012
48834,"5,044.41","5,044.41",7/23/2012
48834,"4,457.92","4,457.92",7/23/2012
48500,"9,703.43","9,703.43",7/23/2012
47955,"1,590.65","1,590.65",7/23/2012
47955,"17,953.40","17,953.40",7/23/2012
49134,"72,364.75","72,364.75",7/23/2012
49134,"21,553.00","21,553.00",7/23/2012
49568,"2,000.00","2,000.00",7/24/2012
49523,"13,015.00","13,015.00",7/24/2012
48791,225.96,225.96,7/25/2012
37975,"5,000.00","5,000.00",7/25/2012
48299,"32,937.00","32,937.00",7/25/2012
48299,"86,234.00","86,234.00",7/25/2012
49575,"4,300.00","4,300.00",7/26/2012
49623,"1,182.00","1,182.00",7/26/2012
48966,"552,382.63","552,382.63",7/26/2012
48966,"29,072.77","29,072.77",7/26/2012
49598,780.00,780.00,7/26/2012
49527,"5,535.89","5,535.89",7/26/2012
49477,"3,781.06","3,781.06",7/26/2012
48128,840.00,840.00,7/26/2012
48010,"17,815.49","17,815.49",7/30/2012
47943,"20,560.90","20,560.90",7/30/2012
47943,"6,675.00","6,675.00",7/30/2012
47943,"63,111.04","63,111.04",7/30/2012
48587,"16,000.00","16,000.00",7/27/2012
47660,"2,500.00","2,500.00",7/27/2012
46223,386.10,386.10,7/30/2012
48970,"435,469.75","435,469.75",7/30/2012
42275,"115,441.67","115,441.67",7/30/2012
48128,660.00,660.00,7/31/2012
48966,"9,059.12","9,059.12",7/31/2012
48966,"27,177.33","27,177.33",7/31/2012
48966,"144,945.78","144,945.78",7/31/2012
42011,"15,706.29","15,706.29",8/2/2012
48785,"3,169.20","3,169.20",8/3/2012
49657,"41,244.00","41,244.00",8/2/2012
49657,"41,012.00","41,012.00",8/2/2012
49657,404.50,404.50,8/2/2012
49657,419.00,419.00,8/2/2012
49744,"45,000.00","45,000.00",8/9/2012
49534,"6,668.06","6,668.06",8/9/2012
49536,"4,333.34","4,333.34",8/9/2012
49590,"5,000.00","5,000.00",8/9/2012
49566,"5,987.50","5,987.50",8/9/2012
49498,"14,165.79","14,165.79",8/9/2012
49511,500.00,500.00,8/3/2012
49535,"5,955.99","5,955.99",8/3/2012
49512,"4,250.00","4,250.00",8/3/2012
49513,"17,500.00","17,500.00",8/3/2012
49649,"12,542.61","12,542.61",8/6/2012
48403,"6,215.07","6,215.07",8/3/2012
49685,"6,700.00","6,700.00",8/3/2012
48880,"112,897.55","112,897.55",8/3/2012
48880,"245,002.63","245,002.63",8/3/2012
49251,"1,000.00","1,000.00",8/8/2012
48972,"4,349.87","4,349.87",8/8/2012
49228,"3,075.00","3,075.00",8/8/2012
49248,"277,129.62","277,129.62",8/8/2012
49664,"201,675.82","201,675.82",8/8/2012
42822,"7,555.66","7,555.66",8/8/2012
49686,"9,796.85","9,796.85",8/8/2012
48768,58.08,58.08,8/8/2012
494944,39.00,39.00,8/8/2012
48211,"50,000.00","50,000.00",8/8/2012
48970,"174,181.22","174,181.22",8/8/2012
49663,"268,855.00","268,855.00",8/8/2012
49662,"47,385.00","47,385.00",8/8/2012
49539,"1,725.79","1,725.79",8/14/2012
494928,"5,919.00","5,919.00",8/9/2012
49621,"11,067.02","11,067.02",8/9/2012
48304,"76,898.28","76,898.28",8/9/2012
47401,528.75,528.75,8/9/2012
47401,"1,371.00","1,371.00",8/9/2012
47401,"1,028.00","1,028.00",8/9/2012
47401,"1,498.20","1,498.20",8/9/2012
48540,"15,361.50","15,361.50",8/9/2012
49712,"8,500.00","8,500.00",8/20/2012
49577,"1,500.00","1,500.00",8/20/2012
49577,"3,438.37","3,438.37",8/20/2012
42011,"33,606.73","33,606.73",8/9/2012
49776,"3,510.00","3,510.00",8/10/2012
49775,"12,218.75","12,218.75",8/10/2012
46481,"1,365.38","1,365.38",8/10/2012
48831,"1,700.00","1,700.00",8/10/2012
46464,"5,153.65","5,153.65",8/10/2012
47794,"76,425.00","76,425.00",8/13/2012
47794,"15,025.00","15,025.00",8/13/2012
49658,"1,000.00","1,000.00",8/14/2012
49355,369.66,369.66,8/14/2012
49661,"11,838.90","11,838.90",8/14/2012
49487,"87,400.00","87,400.00",8/14/2012
49153,"3,126.60","3,126.60",8/14/2012
49153,"20,476.50","20,476.50",8/14/2012
49153,"8,335.38","8,335.38",8/14/2012
48962,"32,172.00","32,172.00",8/15/2012
48575,"10,735.00","10,735.00",8/15/2012
46464,"7,102.03","7,102.03",8/15/2012
48830,"19,733.39","19,733.39",8/15/2012
48830,"4,933.35","4,933.35",8/15/2012
49736,"39,312.55","39,312.55",8/16/2012
49514,"11,550.00","11,550.00",8/16/2012
49613,"5,094.87","5,094.87",8/17/2012
49583,"6,505.74","6,505.74",8/17/2012
49630,"13,539.97","13,539.97",8/17/2012
49477,"3,908.73","3,908.73",8/17/2012
49576,"3,570.55","3,570.55",8/17/2012
49745,"2,000.00","2,000.00",8/17/2012
49745,"10,000.00","10,000.00",8/17/2012
49745,"1,943.62","1,943.62",8/17/2012
494928,"1,690.00","1,690.00",8/16/2012
494961,26.41,26.41,8/16/2012
37975,"5,000.00","5,000.00",8/16/2012
49681,"10,013.10","10,013.10",8/16/2012
46481,740.15,740.15,8/17/2012
48984,"32,022.38","32,022.38",8/17/2012
49170,"9,334.22","9,334.22",8/17/2012
49617,"2,000.00","2,000.00",8/20/2012
49623,"1,181.00","1,181.00",8/20/2012
49704,"1,000.00","1,000.00",8/20/2012
49749,"11,850.00","11,850.00",8/20/2012
49652,"12,000.00","12,000.00",8/20/2012
49527,632.92,632.92,8/20/2012
49527,"2,474.67","2,474.67",8/20/2012
49537,"3,125.30","3,125.30",8/20/2012
49738,"5,000.00","5,000.00",8/17/2012
49614,"3,500.00","3,500.00",8/17/2012
49611,"9,130.28","9,130.28",8/17/2012
49535,"3,476.02","3,476.02",8/17/2012
49523,"26,080.00","26,080.00",8/17/2012
49519,"1,079.16","1,079.16",8/17/2012
49519,"3,920.84","3,920.84",8/17/2012
494928,"3,886.00","3,886.00",8/17/2012
494928,"4,355.00","4,355.00",8/17/2012
49588,"6,500.00","6,500.00",8/17/2012
49776,540.00,540.00,8/17/2012
48655,"1,570.59","1,570.59",8/17/2012
48655,"29,218.46","29,218.46",8/17/2012
48625,"153,094.31","153,094.31",8/20/2012
49664,"160,026.66","160,026.66",8/20/2012
49526,"26,731.85","26,731.85",8/22/2012
49499,"32,400.85","32,400.85",8/22/2012
49520,"2,000.00","2,000.00",8/22/2012
49520,"10,000.00","10,000.00",8/22/2012
49448,"5,000.00","5,000.00",8/20/2012
49483,"35,802.50","35,802.50",8/20/2012
48834,"4,265.36","4,265.36",8/20/2012
49170,660.00,660.00,8/20/2012
48984,"7,267.17","7,267.17",8/20/2012
49686,"5,923.23","5,923.23",8/21/2012
47660,"2,500.00","2,500.00",8/21/2012
48830,"16,511.89","16,511.89",8/22/2012
48830,"4,127.97","4,127.97",8/22/2012
49697,"10,000.00","10,000.00",8/23/2012
49697,"4,000.00","4,000.00",8/23/2012
49654,908.64,908.64,8/23/2012
49757,"40,000.00","40,000.00",8/23/2012
48791,209.16,209.16,8/24/2012
48783,"172,222.22","172,222.22",8/27/2012
48783,"100,000.00","100,000.00",8/27/2012
42011,"6,427.17","6,427.17",8/27/2012
494813,"21,885.00","21,885.00",8/27/2012
49694,576.00,576.00,8/27/2012
494987,"7,380.00","7,380.00",8/27/2012
49248,"129,032.21","129,032.21",8/27/2012
494928,"1,153.00","1,153.00",8/28/2012
494928,414.00,414.00,8/28/2012
33531,"181,129.67","181,129.67",8/29/2012
47794,"25,000.00","25,000.00",8/29/2012
47794,"35,000.00","35,000.00",8/29/2012
47915,"1,650.00","1,650.00",8/30/2012
47915,"4,950.00","4,950.00",8/30/2012
48010,"5,713.44","5,713.44",8/31/2012
49615,"5,000.00","5,000.00",8/30/2012
49615,"46,250.00","46,250.00",8/30/2012
42275,"115,441.67","115,441.67",8/30/2012
48970,"435,469.75","435,469.75",8/30/2012
48970,"145,524.52","145,524.52",8/30/2012
49498,"8,882.74","8,882.74",9/4/2012
49510,"1,500.00","1,500.00",9/4/2012
49746,"1,127.96","1,127.96",9/4/2012
42011,"6,729.26","6,729.26",8/31/2012
49773,"6,480.00","6,480.00",8/31/2012
49566,"6,887.50","6,887.50",9/4/2012
49536,"4,333.34","4,333.34",9/4/2012
49535,"3,396.14","3,396.14",9/4/2012
49628,"2,000.00","2,000.00",9/4/2012
49574,"41,790.05","41,790.05",9/4/2012
49649,13.54,13.54,10/24/2012
49639,"5,674.50","5,674.50",9/4/2012
49472,"74,500.00","74,500.00",9/7/2012
48880,"228,511.10","228,511.10",9/7/2012
48500,"7,260.00","7,260.00",9/11/2012
47794,"15,000.00","15,000.00",9/10/2012
42011,"9,602.80","9,602.80",9/10/2012
49731,"1,466.90","1,466.90",9/10/2012
49731,"10,816.07","10,816.07",9/10/2012
49731,"47,379.78","47,379.78",9/10/2012
49251,"1,000.00","1,000.00",9/10/2012
48972,"4,349.87","4,349.87",9/10/2012
49228,"3,075.00","3,075.00",9/10/2012
47794,"45,075.00","45,075.00",9/11/2012
49662,"72,463.35","72,463.35",9/11/2012
49664,"108,551.77","108,551.77",9/11/2012
49663,"231,632.50","231,632.50",9/11/2012
48531,"40,376.36","40,376.36",9/10/2012
48713,"1,255.38","1,255.38",9/10/2012
48713,"23,852.05","23,852.05",9/10/2012
48713,"3,132.79","3,132.79",9/10/2012
48966,"5,118.66","5,118.66",9/10/2012
48966,"97,254.46","97,254.46",9/10/2012
49168,"40,833.34","40,833.34",9/12/2012
48564,"28,451.00","28,451.00",9/12/2012
43457,"33,615.88","33,615.88",9/12/2012
49187,"10,923.16","10,923.16",9/12/2012
46464,"20,952.66","20,952.66",9/12/2012
47868,"7,023.97","7,023.97",9/12/2012
47868,"5,320.33","5,320.33",9/12/2012
47868,"8,932.05","8,932.05",9/12/2012
47868,"4,459.45","4,459.45",9/12/2012
47868,"4,833.62","4,833.62",9/12/2012
48201,"4,852.34","4,852.34",9/13/2012
48201,87.81,87.81,9/13/2012
48201,"1,668.35","1,668.35",9/13/2012
48201,255.38,255.38,9/13/2012
48984,"33,919.95","33,919.95",9/13/2012
48201,187.90,187.90,9/13/2012
48201,"3,570.22","3,570.22",9/13/2012
49615,"5,400.00","5,400.00",9/13/2012
49615,"4,600.00","4,600.00",9/13/2012
49799,"2,000.00","2,000.00",9/14/2012
49654,"1,091.36","1,091.36",9/14/2012
49754,"4,841.34","4,841.34",9/14/2012
49754,"1,408.66","1,408.66",9/14/2012
49505,"2,500.00","2,500.00",9/14/2012
49502,"1,500.00","1,500.00",9/14/2012
49502,"2,500.00","2,500.00",9/14/2012
49501,"7,000.00","7,000.00",9/14/2012
49501,"2,500.00","2,500.00",9/14/2012
49684,"4,000.00","4,000.00",9/14/2012
49674,"3,000.00","3,000.00",9/14/2012
49674,"2,500.00","2,500.00",9/14/2012
49674,"5,000.00","5,000.00",9/14/2012
49674,"10,000.00","10,000.00",9/14/2012
42275,164.50,164.50,9/13/2012
42275,170.59,170.59,9/13/2012
49778,"5,478.62","5,478.62",9/14/2012
42822,"7,555.66","7,555.66",9/17/2012
49546,"50,801.24","50,801.24",9/18/2012
49578,"5,395.11","5,395.11",9/18/2012
49504,"3,000.00","3,000.00",9/18/2012
49673,"5,807.11","5,807.11",9/18/2012
49768,"1,150.88","1,150.88",9/18/2012
49623,"1,181.00","1,181.00",9/18/2012
49598,670.00,670.00,9/18/2012
49448,"5,000.00","5,000.00",9/18/2012
49250,405.00,405.00,9/18/2012
49539,"4,835.66","4,835.66",9/20/2012
49539,"10,000.00","10,000.00",9/20/2012
49483,"5,390.00","5,390.00",9/20/2012
494864,"5,020.00","5,020.00",9/20/2012
494864,"2,000.00","2,000.00",9/20/2012
47794,"141,590.00","141,590.00",9/20/2012
49408,"2,725.50","2,725.50",9/20/2012
49483,632.00,632.00,9/20/2012
49527,"2,525.33","2,525.33",9/24/2012
49630,"3,868.02","3,868.02",9/24/2012
495007,"3,594.80","3,594.80",9/20/2012
495007,"3,669.80","3,669.80",9/20/2012
42011,"33,973.53","33,973.53",9/21/2012
49694,450.00,450.00,9/21/2012
494928,"1,324.00","1,324.00",9/21/2012
48981,"37,590.49","37,590.49",9/24/2012
48981,"50,374.96","50,374.96",9/24/2012
49637,987.94,987.94,9/24/2012
494928,"5,365.44","5,365.44",9/24/2012
49566,"5,662.50","5,662.50",9/25/2012
49535,"3,796.58","3,796.58",9/25/2012
49536,999.98,999.98,9/25/2012
49580,"3,687.50","3,687.50",9/25/2012
49477,"3,061.46","3,061.46",9/25/2012
49583,"1,764.31","1,764.31",9/25/2012
49576,"1,073.13","1,073.13",9/25/2012
494961,"2,605.43","2,605.43",9/25/2012
48128,"1,840.00","1,840.00",9/26/2012
494979,278.20,278.20,9/26/2012
48299,"2,547.85","2,547.85",9/26/2012
49735,"12,834.58","12,834.58",9/26/2012
49467,899.00,899.00,10/1/2012
49467,331.00,331.00,10/1/2012
49749,"5,150.00","5,150.00",10/1/2012
49749,450.00,450.00,10/1/2012
46223,101.00,101.00,9/27/2012
495007,"5,887.20","5,887.20",9/28/2012
48981,"22,900.00","22,900.00",9/28/2012
37975,"5,000.00","5,000.00",9/28/2012
37975,"5,000.00","5,000.00",9/28/2012
42011,"6,738.44","6,738.44",9/28/2012
495015,"2,818.44","2,818.44",10/1/2012
46481,"4,618.70","4,618.70",10/1/2012
46481,160.19,160.19,10/1/2012
49638,880.80,880.80,10/1/2012
49638,"1,921.54","1,921.54",10/1/2012
44835,"22,053.18","22,053.18",10/1/2012
49611,"6,981.12","6,981.12",10/5/2012
48970,"435,469.75","435,469.75",10/2/2012
47350,"20,490.00","20,490.00",10/3/2012
48500,"3,630.00","3,630.00",10/3/2012
49766,"14,900.00","14,900.00",10/3/2012
49128,"13,260.00","13,260.00",10/3/2012
42822,"7,555.66","7,555.66",10/3/2012
42048,"18,188.66","18,188.66",10/3/2012
49577,"1,853.01","1,853.01",10/5/2012
49806,"2,000.00","2,000.00",10/5/2012
49806,"2,000.00","2,000.00",10/5/2012
49806,"1,500.00","1,500.00",10/5/2012
49519,"7,513.87","7,513.87",10/10/2012
49466,"2,000.00","2,000.00",10/10/2012
49466,"1,848.60","1,848.60",10/10/2012
49602,"30,706.37","30,706.37",10/5/2012
49578,"9,598.24","9,598.24",10/5/2012
47703,"2,136.40","2,136.40",10/5/2012
48351,335.92,335.92,10/5/2012
49770,"9,983.33","9,983.33",10/5/2012
49621,"2,638.82","2,638.82",10/5/2012
48359,"18,504.00","18,504.00",10/5/2012
48683,"1,657.19","1,657.19",10/5/2012
48683,"6,329.79","6,329.79",10/5/2012
48834,"6,045.88","6,045.88",10/5/2012
48830,"15,741.10","15,741.10",10/5/2012
48830,"3,935.28","3,935.28",10/5/2012
494952,"3,851.00","3,851.00",10/5/2012
494928,"1,143.00","1,143.00",10/5/2012
494928,"2,699.00","2,699.00",10/5/2012
48768,306.74,306.74,10/5/2012
49851,"5,050.00","5,050.00",10/5/2012
49829,"5,000.00","5,000.00",10/8/2012
49829,"1,140.00","1,140.00",10/8/2012
49587,"3,000.00","3,000.00",10/8/2012
49587,"5,000.00","5,000.00",10/8/2012
49587,"4,400.00","4,400.00",10/8/2012
49844,"1,250.00","1,250.00",10/8/2012
49844,"1,000.00","1,000.00",10/8/2012
49844,"1,500.00","1,500.00",10/8/2012
49844,"1,250.00","1,250.00",10/8/2012
49844,"2,000.00","2,000.00",10/8/2012
49844,460.78,460.78,10/8/2012
42011,"9,274.39","9,274.39",10/8/2012
494813,"18,680.00","18,680.00",10/8/2012
494928,"1,870.00","1,870.00",10/8/2012
48532,"11,727.10","11,727.10",10/8/2012
48970,"146,496.86","146,496.86",10/8/2012
48211,"50,000.00","50,000.00",10/8/2012
48992,"6,532.00","6,532.00",10/8/2012
48088,"1,685.00","1,685.00",10/8/2012
49703,"20,000.00","20,000.00",10/10/2012
49621,"6,671.12","6,671.12",10/9/2012
48607,"3,252.52","3,252.52",10/9/2012
48966,"9,116.26","9,116.26",10/10/2012
48966,"173,208.92","173,208.92",10/10/2012
47660,"1,925.00","1,925.00",10/10/2012
46464,"1,159.27","1,159.27",10/10/2012
46464,"20,021.26","20,021.26",10/10/2012
48607,"7,266.55","7,266.55",10/10/2012
49736,"10,118.92","10,118.92",10/16/2012
43457,"19,301.30","19,301.30",10/11/2012
47390,"2,033.81","2,033.81",10/12/2012
47390,"4,882.41","4,882.41",10/12/2012
47390,"86,248.70","86,248.70",10/12/2012
47390,"3,828.91","3,828.91",10/12/2012
47390,"4,473.15","4,473.15",10/12/2012
47390,"6,112.87","6,112.87",10/12/2012
47390,"10,185.13","10,185.13",10/12/2012
48473,"128,724.12","128,724.12",10/25/2012
48473,"128,724.12","128,724.12",10/25/2012
48473,"128,724.12","128,724.12",10/25/2012
48473,"128,724.12","128,724.12",10/25/2012
48473,"128,724.12","128,724.12",10/25/2012
42275,"230,883.34","230,883.34",10/15/2012
49168,"20,416.67","20,416.67",10/15/2012
48540,"15,361.50","15,361.50",10/15/2012
47729,"25,000.00","25,000.00",10/25/2012
47729,"25,000.00","25,000.00",10/25/2012
47729,"25,000.00","25,000.00",10/25/2012
47729,"25,000.00","25,000.00",10/25/2012
42011,"27,619.51","27,619.51",10/15/2012
49745,"13,078.57","13,078.57",10/16/2012
49826,"3,240.00","3,240.00",10/15/2012
49676,"4,000.00","4,000.00",10/16/2012
49477,"3,280.73","3,280.73",10/16/2012
49583,"3,752.26","3,752.26",10/16/2012
49576,"1,177.19","1,177.19",10/16/2012
49630,"2,190.12","2,190.12",10/18/2012
49165,"3,639.50","3,639.50",10/16/2012
49448,"5,000.00","5,000.00",10/16/2012
48606,"18,243.90","18,243.90",10/16/2012
48606,"50,000.00","50,000.00",10/16/2012
42275,"115,441.67","115,441.67",10/17/2012
49574,"11,468.07","11,468.07",10/18/2012
49574,"10,829.53","10,829.53",10/18/2012
49512,"8,500.00","8,500.00",10/18/2012
49498,"10,750.11","10,750.11",10/18/2012
49747,"3,000.00","3,000.00",10/18/2012
49747,"3,000.00","3,000.00",10/18/2012
49681,"10,000.00","10,000.00",10/18/2012
37975,"5,000.00","5,000.00",10/18/2012
49408,"4,045.00","4,045.00",10/18/2012
49408,"24,800.00","24,800.00",10/18/2012
48972,"4,349.87","4,349.87",10/18/2012
49614,"1,750.00","1,750.00",10/24/2012
49535,"4,051.59","4,051.59",10/24/2012
49742,"7,389.00","7,389.00",10/24/2012
49742,"2,500.00","2,500.00",10/24/2012
48359,"1,560.80","1,560.80",10/22/2012
48831,"2,183.42","2,183.42",10/22/2012
48984,"44,482.15","44,482.15",10/22/2012
44835,"3,724.51","3,724.51",10/22/2012
46939,"2,157.29","2,157.29",10/22/2012
46939,"83,869.53","83,869.53",10/22/2012
46939,"20,967.38","20,967.38",10/22/2012
46939,868.87,868.87,10/22/2012
46939,217.22,217.22,10/22/2012
46939,"3,962.57","3,962.57",10/22/2012
46939,990.64,990.64,10/22/2012
46939,"9,754.98","9,754.98",10/22/2012
46939,"2,438.75","2,438.75",10/22/2012
49792,"575,000.00","575,000.00",10/22/2012
49228,"3,075.00","3,075.00",10/22/2012
49649,"22,457.39","22,457.39",10/24/2012
48359,780.00,780.00,10/23/2012
49807,"8,907.00","8,907.00",10/23/2012
48564,"5,831.45","5,831.45",10/23/2012
494813,"10,340.00","10,340.00",10/23/2012
49694,416.00,416.00,10/23/2012
42011,"7,256.37","7,256.37",10/23/2012
47915,"1,700.00","1,700.00",10/23/2012
49664,"107,741.38","107,741.38",10/24/2012
49662,"27,999.20","27,999.20",10/24/2012
49408,"11,122.00","11,122.00",10/24/2012
49408,"1,668.30","1,668.30",10/24/2012
48834,506.17,506.17,10/24/2012
48834,"2,842.22","2,842.22",10/24/2012
45987,"66,725.24","66,725.24",10/25/2012
48992,"5,192.00","5,192.00",10/25/2012
494936,209.58,209.58,10/25/2012
48564,"29,207.00","29,207.00",10/25/2012
48962,"10,724.00","10,724.00",10/25/2012
49663,"183,635.00","183,635.00",10/25/2012
47662,"38,950.00","38,950.00",10/26/2012
48435,"262,962.23","262,962.23",10/26/2012
49840,"5,000.00","5,000.00",10/26/2012
49840,"10,000.00","10,000.00",10/26/2012
49755,"5,480.80","5,480.80",10/26/2012
48524,"104,425.71","104,425.71",10/26/2012
48524,"7,925.00","7,925.00",10/26/2012
49839,"15,562.00","15,562.00",10/26/2012
49873,"32,583.04","32,583.04",10/26/2012
49853,"8,051.76","8,051.76",10/26/2012
49831,"42,519.35","42,519.35",10/26/2012
49839,"33,917.95","33,917.95",10/26/2012
46223,161.00,161.00,10/26/2012
48970,"435,469.75","435,469.75",10/29/2012
42275,164.50,164.50,10/29/2012
49224,"4,578.00","4,578.00",10/31/2012
49824,"48,460.00","48,460.00",10/31/2012
49823,"41,843.19","41,843.19",10/31/2012
49825,"37,929.95","37,929.95",11/1/2012
48670,"3,778.91","3,778.91",11/1/2012
49853,"86,321.11","86,321.11",11/1/2012
49860,"37,398.00","37,398.00",11/1/2012
49817,"47,253.77","47,253.77",11/1/2012
49818,"38,831.66","38,831.66",11/1/2012
49815,"40,034.08","40,034.08",11/1/2012
49811,"56,799.02","56,799.02",11/1/2012
49859,"25,012.39","25,012.39",11/1/2012
49465,"3,000.00","3,000.00",11/2/2012
49465,"5,000.00","5,000.00",11/2/2012
49812,"48,075.21","48,075.21",11/1/2012
49465,"4,500.00","4,500.00",11/2/2012
49819,"46,159.04","46,159.04",11/1/2012
48670,"3,829.81","3,829.81",11/1/2012
49749,"5,600.00","5,600.00",11/2/2012
49679,"1,125.00","1,125.00",11/2/2012
49483,"2,195.40","2,195.40",11/1/2012
46949,"31,127.75","31,127.75",11/1/2012
49686,"3,630.00","3,630.00",11/2/2012
48830,"13,999.94","13,999.94",11/2/2012
48830,"3,499.98","3,499.98",11/2/2012
495040,"9,760.52","9,760.52",11/5/2012
495066,"11,787.76","11,787.76",11/5/2012
495066,"5,718.02","5,718.02",11/5/2012
49848,"9,500.00","9,500.00",11/5/2012
49832,"22,500.00","22,500.00",11/5/2012
42822,"7,555.66","7,555.66",11/5/2012
48880,"189,026.90","189,026.90",11/6/2012
43457,"21,267.84","21,267.84",11/6/2012
49187,"4,414.08","4,414.08",11/6/2012
49649,"34,986.46","34,986.46",11/29/2012
49649,"18,557.00","18,557.00",11/29/2012
49534,"18,472.94","18,472.94",11/7/2012
49808,"9,000.00","9,000.00",11/7/2012
49808,"1,000.00","1,000.00",11/7/2012
49228,"3,075.00","3,075.00",11/7/2012
48972,"4,349.87","4,349.87",11/7/2012
49663,"154,423.28","154,423.28",11/6/2012
48359,24.45,24.45,11/7/2012
48829,"28,900.69","28,900.69",11/7/2012
49613,"18,597.29","18,597.29",11/9/2012
49754,"3,125.00","3,125.00",11/9/2012
49498,"17,499.01","17,499.01",11/9/2012
49662,"18,538.01","18,538.01",11/7/2012
49664,"92,491.25","92,491.25",11/7/2012
46464,"12,055.83","12,055.83",11/7/2012
48829,"23,909.49","23,909.49",11/7/2012
48829,"23,332.49","23,332.49",11/7/2012
49231,"284,216.17","284,216.17",11/9/2012
49938,"6,428.80","6,428.80",11/8/2012
48473,"128,724.12","128,724.12",11/9/2012
47729,"25,000.00","25,000.00",11/9/2012
47729,"25,000.00","25,000.00",11/9/2012
47729,"25,000.00","25,000.00",11/9/2012
49938,"1,607.20","1,607.20",11/8/2012
49250,450.00,450.00,11/8/2012
47401,390.00,390.00,11/8/2012
